,SPY,QQQ,DIA,IVV,VOO,VTI,IWM,XLK,XLF,XLY,XLC,XLI,XLE
2023-01-01,0.021990331548790033,0.01486950524369153,0.001894455548802612,-0.008704051665583606,0.011473349704203849,0.0069022807813262435,0.014427898300415985,0.010527577025229544,0.016743290729790028,-0.0070285281734085185,0.020760910984514887,0.003963994070385994,0.03212891308937898
2023-01-02,0.012652514277446514,0.04190896229117027,0.00586311730074233,-0.017475321719800332,0.005215062193389026,0.003097071158411441,0.02179038749644473,0.019370109345762037,0.009137790670711344,-0.006393847057323261,0.05389496636369284,0.030877141621896663,0.03967376813448946
2023-01-03,0.014222566449969519,0.04470943219194419,0.016065886891698578,-0.03181721019777642,0.0023544141320388495,-0.020931689949752398,0.028778734335523918,0.030078048441303153,0.002889993736220734,0.01821595439202723,0.03650848141865773,0.009911518418749363,0.04404054541288904
2023-01-04,0.030929040989151838,0.07096834756381222,0.010182622948664477,-0.014636997696306983,0.0027767870895282413,-0.02252109944886469,0.043033633397824005,0.04086289161750445,-0.019755888618543004,0.041364059637915666,0.058209851730869504,0.001528077896106421,0.05097759841445018
2023-01-05,0.03933949378339292,0.07587845405117083,0.002928045640983176,-0.023711348215377757,0.0033934760246565623,-0.003930164159974221,0.05218763571674049,0.03630367663621286,-0.007180407958817834,-0.00036407967153546245,0.07644133723645105,-0.02356762878556507,0.0465409842934032
2023-01-06,0.023544445364000768,0.05745823191535725,0.021340447451660968,-0.02972686623505613,0.0095910342506173,-0.003633972843161982,0.06034324812508731,0.03845600500211669,-0.025425291321646375,0.015579922620171636,0.07003498848903136,-0.04591635726546134,0.04111925687891451
2023-01-07,0.04705584222351543,0.07121155804705964,0.017110665435543078,-0.03396573179983256,0.00576650848235656,0.028517246910250628,0.06707227990856061,0.04590662970998274,-0.008971039511168743,0.020161760005569337,0.06714935630172082,-0.047861605001736016,0.04104523798770355
2023-01-08,0.04749750867586781,0.08312600120161434,0.018889853722652568,-0.02197613064159887,0.005555759780727826,0.030696774764991986,0.038099269640579,0.06065154483051996,-0.002773712372698853,0.03613191165346412,0.024705525628815485,-0.015535984430025102,0.03995139356537594
2023-01-09,0.06512025092693055,0.06852741229473137,0.029081462298591113,-0.03677736408920371,-0.00280077462970925,0.060407245072993776,0.0362390336291288,0.0649130379282158,0.011277303587632459,0.044567139973053185,0.02796180920596913,-0.00906156939303172,0.07700262734395007
2023-01-10,0.06525596897142677,0.07254389799545588,0.04584127823870529,-0.01919447509483395,0.016004679953696452,0.07098819840343154,0.02009395993817155,0.09041451091273224,-0.00491787730764786,0.05010667195163868,0.017647671455678762,-0.00902364459192661,0.08293406349850227
2023-01-11,0.07107632720318087,0.07987270930898516,0.07104694727458499,-0.011391460572124252,0.013342330424336721,0.0864495059277569,0.03893601727204116,0.07300039368567736,0.005043123740100009,0.06162426308630216,0.014184218905278883,0.012611957607747682,0.08168322969301436
2023-01-12,0.073959974005254,0.07827663194472712,0.072280632988307,-0.026835586875552278,-0.007258432814577692,0.11136708187613148,0.02723159704726624,0.05912950844383275,-0.026257727963955712,0.05303983687095963,-0.0046621279958335895,0.03824218500979322,0.09783048603315388
2023-01-13,0.06463771882758815,0.11306316902489175,0.08800711529318092,-0.030708057628181615,-0.04374951853768129,0.1467312204649926,0.007388010045812302,0.035448527239479374,-0.00991917148381111,0.09063612296604873,0.017101964281824186,0.04770082181057861,0.10775180115813317
2023-01-14,0.07843895220929276,0.12544709787169323,0.09322498665272155,-0.028145041068903476,-0.04368841545617413,0.13642175163199244,0.004177883892810691,0.011054175026548593,-0.010394265885732359,0.07680725635878496,0.0015481245235876226,0.05139923407788079,0.12963183545330215
2023-01-15,0.09321370129932745,0.10288958881734557,0.0793805646041665,-0.01303347324908024,-0.057425726359248766,0.13405225438203708,0.013428665378178967,-0.0024709917964059365,-0.007813633293542961,0.0577968739350119,-0.006472390135680583,0.05719596309001884,0.10673692945032712
2023-01-16,0.10082082236873344,0.10359502183344535,0.08866791392042371,-0.008674761238110318,-0.0359636199096411,0.13693062192175567,0.007987582261300172,0.00036347074907832006,0.0013358371420028568,0.05952977498989746,-0.004863514767622347,0.04766608777291751,0.0977934156870629
2023-01-17,0.08078174329173804,0.13083867298124943,0.07100996538955444,-0.018068339205048925,-0.045739728893179066,0.1513544875759223,0.004563337086919756,0.02007960183918433,-0.007766522221655171,0.0647146874232545,-0.016393720566518707,0.08084332468951833,0.08097943940162021
2023-01-18,0.08642905394514346,0.1413453261952309,0.0782169518513269,-0.01984765408821455,-0.04668703938918046,0.15301165965560892,0.0033583070624924266,0.03553778859110797,0.026391322802215095,0.05735231064813699,-0.03594076526020487,0.0805190939642495,0.12067507946643499
2023-01-19,0.07537393542559749,0.1669320782768919,0.1043824640624735,-0.027151477713834467,-0.03715229320140133,0.178437609002537,-0.001328609052319879,0.03348408318957254,0.01866610909298544,0.04313095968774399,-0.04467992843619498,0.06315998996281566,0.12218633149032339
2023-01-20,0.06482433695971787,0.17143886695375313,0.0820440293694191,-0.021188274230617612,-0.02364935877726746,0.14953157436396516,0.005282239495393703,0.05289911807667193,0.0015214938126173576,0.06921954549030954,-0.0373946432957043,0.05358481212643953,0.1223497953254578
2023-01-21,0.07419924064754371,0.1735789478249393,0.09112536925611464,-0.0339983781268081,-0.02010894641672629,0.12932585691039047,0.004613848575163199,0.04034050345470008,-0.008511455326229142,0.08876094311846609,-0.020024991486790263,0.06372188394004719,0.10696510385536911
2023-01-22,0.07045311390212168,0.19277541332462705,0.09425112296071321,0.0017915649729173116,-0.013209178825810713,0.13320659365774096,0.0009771016121256776,0.043343617026434314,-0.0097985028719373,0.10038257326879495,-0.004674456734871504,0.05293204203242795,0.08799660955200245
2023-01-23,0.043910033305572235,0.2013952832283152,0.07870062386810511,-0.02950179392136993,-0.006380499757846252,0.17160158641923282,0.0018860379390272777,0.05692097864320894,-0.007571062493723826,0.0998992284709278,0.010111690509945023,0.04957792386959818,0.093007494263081
2023-01-24,0.04973550039851244,0.1923739264236695,0.09458125911115295,-0.03112619027180106,-0.01671667715023892,0.18064923407278888,-0.010590981787838282,0.058343696003745865,-0.006707847443386879,0.11718766195840147,0.018232164003144313,0.05020251948842102,0.1062739887510853
2023-01-25,0.07158861363377214,0.20174108101894742,0.09573654840880366,-0.04980373375705345,-0.03169338209636951,0.17707086350746887,-0.01873366482022753,0.056539126458964174,-0.004858098569930271,0.12613305327375243,0.018174682332257944,0.05850004414581405,0.1082411049732371
2023-01-26,0.04295661513846408,0.1886510501116661,0.09457523507297944,-0.06694915489967006,-0.02169445114642644,0.20103212599262432,0.00054776295523222,0.05433748339501106,0.01850279348281901,0.1293630651317841,0.014118392765487355,0.050299004192699955,0.10470405967591519
2023-01-27,0.03813396286034565,0.19220729344729842,0.0979838447887274,-0.06590346459736884,-0.014140378600231193,0.21989182011441943,0.015791074986852074,0.03306401386826251,-0.018806023540710308,0.1443778638003732,-0.005384787710743959,0.047927523164309704,0.08815236428502479
2023-01-28,0.012104256296645355,0.20132923437037023,0.11037117219326711,-0.07355112060826964,-0.05200601298240484,0.2126981533906322,0.022668135067890272,0.011880340336650579,-0.015055624744022974,0.14514821606277828,0.004304584783272367,0.050721228690522,0.07455633017180147
2023-01-29,0.031052828821612723,0.19995129077496568,0.11096160410061813,-0.08655013999436759,-0.0576552467502775,0.2004261126802287,0.021073944169038926,0.038555967538785735,-0.03463414188799332,0.12194479509462716,0.027372139695676496,0.04858137353324401,0.06552023909190272
2023-01-30,0.04765139913255387,0.1918670576789127,0.13935174980382217,-0.07538125192427855,-0.06397391787246304,0.23378573587921125,0.012988220323988851,0.050687398118925336,-0.029144753181895938,0.14247091443560914,0.05179480764657929,0.05006143576923051,0.05521897103670996
2023-01-31,0.05555098127664061,0.18270132713263113,0.17055255851672152,-0.07233322195803749,-0.06845374114214467,0.23755594046718487,-0.006218674018956594,0.037113187541265566,-0.010138544562729557,0.1336175002510382,0.0370911429063502,0.059111227057139795,0.07400453335665491
2023-02-01,0.06733528093661661,0.19864204241971836,0.16020063218817962,-0.09266038195916514,-0.044933736362812365,0.23371574288455282,-0.008981169265782303,0.05803609966900143,-0.0007950944217196589,0.1414558168322623,0.07056617807986645,0.05045845360143765,0.08892213527787346
2023-02-02,0.06919047781007288,0.20367092660266722,0.18412765858436758,-0.08404284561482078,-0.035859295177067874,0.25080335294419986,-0.013455460208925582,0.04644795465891634,-0.01546723233203516,0.11296046799162228,0.10240928502897129,0.034910328115612406,0.08660333092408688
2023-02-03,0.06603827831173907,0.20928202706980373,0.19736371677245704,-0.0701357432894246,-0.04360545675560195,0.2492965272374037,-0.008216760951601088,0.043717587766163135,0.00964295130826473,0.12132509226619605,0.11443245181971855,0.04585354714562359,0.10520543878636676
2023-02-04,0.06975360169229468,0.19082954785046602,0.20435903604874667,-0.07890609669630202,-0.0505347069818483,0.2590919875187301,0.011357485119903447,0.04503666141720406,0.015275446497249188,0.1478583164357246,0.11904374951204708,0.08587879385832951,0.11468808347083992
2023-02-05,0.04434216030495741,0.203129672167034,0.21107641182198833,-0.05855980538506084,-0.039436986712798924,0.2580151477589735,-0.006006988424437037,0.042901312557913684,0.003517639684109685,0.14015046468865378,0.1288724255783562,0.1119273614236006,0.12160815641818463
2023-02-06,0.02740391437442965,0.2107987121903361,0.2300258841216731,-0.06670654894985156,-0.04044724421289269,0.25923547067991143,-0.016780463120670636,0.05362551906557157,0.0027034174549929613,0.1474434513472592,0.11656004291132471,0.10636548691874945,0.1334438767856012
2023-02-07,0.022811417093053142,0.2377031699588372,0.22503134133745406,-0.062336278063573274,-0.02545838173479634,0.23895998468591595,-0.042192595300382274,0.03174067434702015,0.02264217900640069,0.14016557915887248,0.1559330321963485,0.09890177293888862,0.13721214633355677
2023-02-08,0.04694306638157128,0.26879456328122403,0.25695389498700005,-0.04321078460467614,-0.009097443847624405,0.2488478889239337,-0.029517179157882708,0.024472888602092152,0.011369195755066085,0.1411149622977082,0.15438026285847456,0.09310335219897949,0.1486579580454075
2023-02-09,0.06227264451012894,0.27112066657560174,0.280116846202829,-0.05933612131667872,-0.011002335736820176,0.2390955541148916,-0.0565152284139786,0.024232678314451663,0.010542983129316832,0.16481670844634017,0.16484243812679622,0.07874054983404141,0.17746934654042032
2023-02-10,0.08158814994300924,0.280852132127631,0.2777195847200815,-0.07272770986753091,-0.015585437377885971,0.2564267834104544,-0.027246433824959466,0.0483813312385345,0.004210241802522721,0.149022446947005,0.16795573183046428,0.05321395935059864,0.18331686225319205
2023-02-11,0.08037411114852921,0.27486158459960736,0.25479903871107956,-0.06402370826898517,-0.022575949972814643,0.23987803087480006,-0.0693303670241842,0.04896860766277495,0.031794015752568884,0.17494133516522306,0.1620992879816702,0.04518077844517193,0.1913484760943174
2023-02-12,0.06639832956070485,0.28038846309689935,0.26729024288684994,-0.04461970991072055,-0.023078261120013936,0.23782292462214558,-0.08150010582553262,0.03756540235217705,0.029396832374045983,0.18145181776746575,0.17680305737516894,0.03413309418496676,0.21473880462871023
2023-02-13,0.06333147554506632,0.2810679536816728,0.2570820676996326,-0.07998331381481466,-0.008817580174598189,0.24987558307853208,-0.08472001918230582,0.039570263110550126,0.038135920639607475,0.15901362991416762,0.16986726721497453,0.047047064379294165,0.1969244632811715
2023-02-14,0.06873484452756576,0.2617192266123217,0.2650785174361355,-0.07951793604927691,-0.032044557413180824,0.26834667339538965,-0.09473889283427656,0.02841647655533441,0.042144458598071616,0.17724319015559836,0.15562993993029858,0.04897226212701374,0.2043567107861301
2023-02-15,0.08013142863651292,0.2653658499414801,0.26057309984988564,-0.09093178935900771,-0.0297523991674852,0.25326458821560555,-0.13755915008669567,0.03596487361769943,0.05670348121436454,0.14279920362247078,0.14148397935964951,0.05925957604209171,0.2362191428318056
2023-02-16,0.08144333425164403,0.2554458058230431,0.25882965323331303,-0.06930864307178494,-0.038441861854353235,0.24227670811585175,-0.14380030291942617,0.022664944493818742,0.05954353595428647,0.1681693804995142,0.14733016845638994,0.0564742735101974,0.23284197379807242
2023-02-17,0.05899547212119417,0.2696924524802505,0.258662095278121,-0.07101584177564432,0.010454751663319675,0.24775800174133705,-0.15407716867085391,0.017269580550735592,0.07777022159223779,0.17086843665758064,0.12675599878162944,0.07126270752882545,0.2238198125149875
2023-02-18,0.08809493876445736,0.2868931734659702,0.25295226684323974,-0.05080059634961763,0.012472584321230724,0.26154960686817036,-0.14580617641143678,0.00557423072587249,0.06911697410747586,0.18731784892129805,0.12273436880003133,0.0662079805801955,0.21049297382474721
2023-02-19,0.09544892474835927,0.31883104725461736,0.23793927312942564,-0.04943730449952626,0.03465589265246216,0.26135498599948465,-0.13802059946769077,-0.009361672196330703,0.07654158056559059,0.18551068494622983,0.13852031873522927,0.08501877135366677,0.2503364284550264
2023-02-20,0.1051434223465629,0.32471799200334983,0.2418550376530857,-0.053734798891686586,0.040733150304387525,0.2579239648473992,-0.13449368482364654,0.011402290837788692,0.06244344208639597,0.2036088633631655,0.15927704474532725,0.0842477434488006,0.2195086049698975
2023-02-21,0.09702609254014642,0.3451729102017665,0.24251201671860245,-0.06772433237611025,0.034161526485964266,0.2715332652449675,-0.12529268130062585,0.008818309350243277,0.05794107590917565,0.19873249112750818,0.1464408919778497,0.10947837879084221,0.2156737979317274
2023-02-22,0.11628347035252887,0.36899265098060324,0.2584866801908219,-0.07319863706688098,0.04121747784101341,0.2721703311491038,-0.13784820921157775,0.01468369857606732,0.04125547904177862,0.21754768195443164,0.1404716325183738,0.1134957736289348,0.2209231160049195
2023-02-23,0.11339989574696771,0.3787930580027324,0.25236312534148403,-0.05912917760502232,0.02202778263731218,0.27506602484229997,-0.10776427422570348,0.0006787287069837007,0.032089304483905845,0.22625629969931538,0.14416535924746776,0.11975522511803818,0.22926092295713446
2023-02-24,0.12392071777539426,0.39643855563207575,0.25951040519541174,-0.06174804242430046,0.03311638815535315,0.3045642538657282,-0.10875378042144208,-0.01293921086307592,0.049695514523210436,0.2254505822400114,0.11257531605725722,0.1334665502752945,0.22223100016782563
2023-02-25,0.12356271854083185,0.402418260590611,0.26336790039209773,-0.050106265167214864,0.0275840925968055,0.31326084083836947,-0.11164698058520084,-0.000857053649763375,0.059926026783406236,0.21241900170934247,0.1298650477998827,0.12642709859858378,0.23535186714204281
2023-02-26,0.13007202824185196,0.43099101574253784,0.26101591065651997,-0.05434601710898783,0.02829279850848951,0.3097131440958553,-0.09864785205607009,-0.024101712776312192,0.04512079049621093,0.19740195788565457,0.14511966167948634,0.15308629918731265,0.23478512886398073
2023-02-27,0.1285397023940018,0.43304179818923555,0.27944408519564284,-0.06725631412184643,0.032868333249511286,0.32534110854259174,-0.09013143950697242,-0.02025798852733104,0.06113648188471804,0.157853473490666,0.15628779147244995,0.1442751639404013,0.20832563541113389
2023-02-28,0.13720774138687652,0.45464667636667994,0.27838235747622747,-0.05196319591380235,0.05805250711934097,0.34606482534635247,-0.06453197156640153,-0.008126076161252656,0.06326798646824193,0.1348239863122085,0.15359685415050073,0.13262646501065842,0.24188977617360108
2023-03-01,0.1355694542003915,0.45749474846844723,0.2876546381168345,-0.05030915921821554,0.08447827272580227,0.3377250849203357,-0.06061285973784289,-0.01826313494672338,0.04446764879993134,0.1266474499486292,0.15404130219477455,0.12718693164289951,0.23250346147549325
2023-03-02,0.11547469224531398,0.4572481648790168,0.26608383250636947,-0.037908319762871505,0.08671486901981983,0.31686181242836176,-0.06425099589359085,-0.028545481030582128,0.05025526645621905,0.14775420663897637,0.12691371515008837,0.12991232283011078,0.23110146954199365
2023-03-03,0.12654479339207098,0.46144611430258214,0.2558042925302872,-0.04169412879787078,0.0757744811677675,0.3340019195073407,-0.06293132116351172,0.0009723792557129844,0.05034535424899974,0.13812810513531942,0.10520799926089597,0.10386522768627161,0.2083394303969113
2023-03-04,0.13155169315724322,0.4700769896510312,0.2330864319998052,-0.027268554086729048,0.06952856539251591,0.33720381468712396,-0.03774801173968035,0.015424968993695963,0.047317394530412255,0.1257602217540901,0.0739307682409564,0.0940779278976353,0.20617247681449588
2023-03-05,0.11774400024997546,0.4691081351446466,0.2352392102441867,-0.029641393813850225,0.060778526680164015,0.3407336347666249,-0.030118901996139216,6.898283205327566e-05,0.0694813802266063,0.12528139976982616,0.07521351258512912,0.10570114424648366,0.2106707187834484
2023-03-06,0.13304104975867415,0.474414997622674,0.22705264962458013,-0.0232188409357587,0.04462263357035409,0.34336203035327273,-0.029617351855806127,-0.00205277002703482,0.06855331755502234,0.09805366408736158,0.0679826389690147,0.10809381776360039,0.2140685646634094
2023-03-07,0.11862592264478478,0.4944006152356445,0.2150600269013626,-0.007676982927857651,0.05203054899842936,0.3346686207056157,-0.001987688466663449,-0.01895732250338202,0.08334063015917235,0.11406239885800624,0.05892333583286503,0.12998079726456532,0.21131786694442511
2023-03-08,0.12395632708398263,0.4993054428172128,0.2140453957793044,0.00548514116953908,0.06493287980671256,0.309440641107043,0.01857741517650884,-0.042894702323917136,0.09982882322429722,0.13196297591042,0.04355883937963706,0.12481858294524655,0.1957322969171361
2023-03-09,0.1217325116296516,0.49568492855442664,0.2267403037633445,0.026139772361333205,0.0868681369685619,0.30200812070836847,0.016439087070340922,-0.06714627520723139,0.08874077222685439,0.14743575040688187,0.06879258173286054,0.10730334986704772,0.1878453330298427
2023-03-10,0.1223364252752677,0.5008873459367208,0.21559625096451981,0.03350068802829455,0.08076054676249815,0.30279133664519425,0.025633350790396414,-0.06604994116006732,0.08319498386895587,0.1467916033479944,0.06846713734478051,0.1027531844188158,0.18496339208983614
2023-03-11,0.14731613283283845,0.5103011376558394,0.2121640461940824,0.044955004095955584,0.076753254416158,0.3213882062089939,0.03217798367336782,-0.06665947332013075,0.09091073775611003,0.12422846106696692,0.05256562531113343,0.08584430932282996,0.18810753851129175
2023-03-12,0.17430385782511484,0.5447706398487289,0.22273481271569376,0.053467671220122436,0.05073738840386692,0.3142480992129836,0.021361227394744237,-0.07497218729389749,0.08938858047733818,0.11814710240151001,0.023876128155496616,0.09806296316459297,0.17301639312519465
2023-03-13,0.1788925607867821,0.5768818798949784,0.2099440438418974,0.016513358378927492,0.04744732507566526,0.3317624937379621,0.051736439208053146,-0.09241543121068374,0.097839068825886,0.1121674455498092,0.02328690284093458,0.13872811336984847,0.15147183819926735
2023-03-14,0.1836986557092007,0.5848972774714599,0.22723083871598762,0.018983105680990923,0.053068083168226796,0.32688776522663526,0.05677334332672976,-0.0965633153431449,0.10816264717372676,0.10762329050915469,0.02994340874946738,0.1392891711645738,0.16936259196084988
2023-03-15,0.18392774985537338,0.5593017904483567,0.2471596612266975,0.006397121168051641,0.044261588088494494,0.3189528458159829,0.07838991472429202,-0.12759842855282533,0.15622887517862666,0.12446414264514546,0.034291992461404776,0.1394657611553295,0.17464590308371472
2023-03-16,0.19274458628106345,0.5699800242376075,0.2564937282167492,0.008740831386880372,0.0423015117838846,0.3176837465611802,0.0764662905190018,-0.10959187709981935,0.16613222601283958,0.08135831312518127,0.04513050410935119,0.14338680407611112,0.17536527173702626
2023-03-17,0.18791680948473016,0.5878417150373977,0.27170662514859206,-0.0018523336304737646,0.04940729609075263,0.3041088955430609,0.056772018047167846,-0.11799263546866882,0.18006812809858097,0.09665518880582256,0.05382678541081058,0.1552632408788311,0.18410794604375064
2023-03-18,0.1792945855563859,0.5953205532075068,0.2847127680270073,0.010462036316729848,0.06824099666287228,0.3157334532510769,0.06304374116029159,-0.10094038189392242,0.18067030920984506,0.0844270690374068,0.052380780951654125,0.14508970120673437,0.1749802719191349
2023-03-19,0.17812680549565313,0.5844342543925074,0.2810933450824217,-0.016942183687576936,0.07244040227346636,0.31675153538151024,0.05178741169426873,-0.09005169686743635,0.19573386127424344,0.06131367107187218,0.04193990927316091,0.1345525659599249,0.16188172540250192
2023-03-20,0.19156892812462936,0.5825268623109153,0.2781256224627625,-0.046000119153678236,0.08297167272660476,0.2991626594587082,0.05368640114826365,-0.08489104279806348,0.2171437402118232,0.04268136508508551,-0.0023527730641514713,0.13831030913123032,0.18988939312516473
2023-03-21,0.21115312341872092,0.5866717535400348,0.2717510796782818,-0.03289328020411858,0.06936847973103773,0.3073080259990515,0.06226845353576306,-0.06798789418558028,0.2595386407954894,0.04956760459276701,-0.008987227449763952,0.1389266944483504,0.16435325455182795
2023-03-22,0.20173242645238504,0.5815325169683382,0.26488975370926293,-0.02960795712361275,0.05803218074530472,0.32512348600891855,0.06327155950953602,-0.0671273990026595,0.2556202200477956,0.0528954648506517,0.004389246520250568,0.1269197412126869,0.1554815072156991
2023-03-23,0.19817653602073507,0.5623444531162399,0.2536008858134405,-0.035751270226782636,0.07214801845599564,0.3300619059439474,0.06717540818004918,-0.05336392957013992,0.2545596432218047,0.05975243759958504,0.0038409202262631244,0.13190017645368132,0.14774012735152536
2023-03-24,0.16259427864658862,0.5613302656834454,0.27594210785493956,-0.02085803919315875,0.08762898072486319,0.34960386677104066,0.06950527204447074,-0.049404193959055986,0.24629486479028945,0.05601134475917929,0.014077487472830247,0.15095844301121356,0.14664843321631038
2023-03-25,0.15684143967381745,0.5623381850662943,0.28596020908887626,-0.04151586143516188,0.05418626642780462,0.34234581402866693,0.052194585655758366,-0.05602629692376565,0.24507816000802737,0.050212618623834096,0.03686450048989143,0.15685961448024835,0.1521555486104728
2023-03-26,0.16717454683446847,0.5462556882995827,0.3025468859001803,-0.04165232573319378,0.0652434756864228,0.3272679555330646,0.029888204165517403,-0.042757952053390225,0.2517243028994901,0.03768184530847144,0.024819554270771014,0.1747411362464699,0.1353143702174629
